Chemistry 1B,Chemistry transforms the way we live. It provides the basis for understanding biological geological and atmospheric processes how medicines work the properties of materials and substances how beer is brewed and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for application to life and medical sciences engineering industrial processing and further study in chemistry. You will learn about organic chemistry reactions structural determination nitrogen chemistry industrial processes kinetics electrochemistry thermochemistry phase behaviours solubility equilibrium and chemistry of metals.,CHEM1112,Chemical
Chemistry 1B (Adv),Chemistry transforms the way we live. It provides the basis for understanding biological geological and atmospheric processes how medicines work the properties of materials and substances how beer is brewed and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for broad application including further study in chemistry.,CHEM1912,Chemical
Sustainable Chemical Manufacture,"Modern society is reliant on manufactured chemicals to meet our everyday needs in food production medicines clothing and technological applications. Traditional approaches to building molecules have largely ignored the detrimental environmental impacts of the manufacturing processes but this has changed. In this unit you will study contemporary methods used to create life-changing molecules from pharmaceuticals and bulk chemicals to polymers in the context of the environmental impact of chemical manufacture and the challenges of ensuring both sustainability of source materials and sustainability of waste treatment. You will gain an understanding of the principles and practices of chemical manufacture the application of catalytic processes and the methods used to tailor molecular properties including the spectroscopic and spectrometric techniques of chemical analysis. In this unit you will address the general issues of renewable and non-renewable resources and waste recycling. By doing this unit you will develop an integrated understanding of the challenges of sustainable chemical manufacture and the fundamental basis for continued study in the topics of organic synthesis environmental chemistry polymer science and industrial processes. These same lectures are also covered in CHEM2532 Concepts in Sustainable Chemical Manufacture but with the laboratory program replaced by a series of classroom workshops and assignments.
",CHEM2522,Chemical
Molecular Stability and Reactivity,"There are over 144 million chemical substances so far identified a diversity that makes possible the rich fabric of the material and biological worlds. Underpinning this huge diversity are a few fundamental rules of electronic arrangements in atoms and molecules that determine what molecules will be stable and when they will undergo transformation by chemical reaction. This unit will describe these fundamental rules and investigate how electronic rearrangements stabilise molecules by forming covalent bonds. You will investigate the quantum theory of bonding and apply these concepts to establish the rules that govern bond geometries aromaticity substitution and elimination reactions. You will investigate the bonding of metal complexes and the relation between magnetism and structure in these compounds. You will learn the fundamentals of electronic and vibrational spectroscopies and how these techniques are used to measure molecular properties. By doing this unit you will develop the fundamental understanding of chemical stability and reactivity essential for further work in all chemically related fields and have established a solid foundation for further study in chemistry.
",CHEM2521,Chemical
Architectural to Structural Design,CIVL4860 is a core final year unit for BE/BDesArch students aimed at enhancing students' skills in bridging between the architectural and engineering disciplines. The Unit will have a particular focus on developing strategies for how best to resolve the frequently conflicting interests and preferred concept solutions for addressing architectural and structural requirements for a building with given functions. Students will work in groups on developing final building designs from scratch from project briefs. Architectural and structural designs will be detailed in group presentations and reports.,CIVL4860,Civil
Transport Informatics,Data analytics: that is the examining raw data with the purpose of drawing conclusions about that information. The unit will cover the techniques and methods of collecting data designing data structures analysis of data and science-based inference from data.  These will be developed through real-world transport operations using available data bases and case studies of urban transport situations.,CIVL9704,Civil
Geoenvironmental Engineering,Geoenvironmental Engineering is an applied science concerned with the protection of the subsurface from human activities. It can be divided into 2 main branches: waste containment and treatment of pollution sites. The former is usually a preventative activity whereas the latter is corrective i.e. it occurs after pollution has taken place. Geoenvironmental Engineering draws on fundamental science especially the chemistry of low-permeability material such as clay fluid flow in soil and contaminant migration in soil. The goal of CIVL5351 is to introduce you to the science behind Geoenvironmental Engineering and develop your skills at designing waste containment systems.,CIVL5351,Civil
Geotechnical Hazards,Geotechnical hazards include landslides rock falls and mud flows. They are triggered by soil/rock failure due to natural or human causes. The objective of this Unit of Study is to develop the ability to assess and mitigate the risks associated to such events.,CIVL5453,Civil
Humanitarian Engineering,Humanitarian Engineering is the application of engineering to meet the needs of communities globally; while maintaining a focus on sustainability and appropriateness. This unit will give an introduction to engineers from all disciplines about the unique skills and knowledge needed to tackle challenges in; developing countries during all stages of disasters and indigenous communities. Achieving global sustainability is a consistent theme through-out the subject. The unit will develop skills in intra-disciplinary teamwork and cross-cultural competence. The subject is taught through a series of lectures based on real case studies and engaging guest seminars. Seminars presenters are all people who are currently working in the field of humanitarian engineering with representatives from industry government multi-lateral organisations and non-government organisations. This unit of study is the first lecture based subject in the Humanitarian Engineering major. The unit aligns as a 3rd year elective and is a prerequisite for 4th year subject in the Humanitarian Engineering major CIVL5320 Engineering for Sustainable Development.,CIVL3310,Civil
Humanitarian Engineering,Humanitarian Engineering is the application of engineering to meet the needs of communities globally; while maintaining a focus on sustainability and appropriateness. This unit will give an introduction to engineers from all disciplines about the unique skills and knowledge needed to tackle challenges in; developing countries during all stages of disasters and indigenous communities. Achieving global sustainability is a consistent theme through-out the subject. The unit will develop skills in intra-disciplinary teamwork and cross-cultural competence. The subject is taught through a series of lectures based on real case studies and engaging guest seminars. Seminars presenters are all people who are currently working in the field of humanitarian engineering with representatives from industry government multi-lateral organisations and non-government organisations. This unit of study is the first lecture based subject in the Humanitarian Engineering major. The unit aligns as a 3rd year elective and is a prerequisite for 4th year subject in the Humanitarian Engineering major CIVL5320 Engineering for Sustainable Development.,CIVL9310,Civil
Materials,Materials are an important part of the civil engineers' work. Indeed civil engineers who are concerned with the design construction and maintenance of facilities need to understand the behaviour and performance of the materials used. And as it happens mechanical properties– which are essential and basic for civil engineers– are highly dependent on the structure of materials at various scales. Therefore it is important that a student in Civil Engineering possesses a fundamental knowledge in materials science.,CIVL2110,Civil
Open Channel Flow & Hydraulic Structures,Objectives:,CIVL6666,Civil
Concrete Structures - Prestressed Concrete,Objectives: To develop an advanced understanding of the behaviour analysis and design of prestressed concrete structures.,CIVL6257,Civil
Rock Engineering,Objectives: to develop an understanding of the behaviour and design of engineering structures in rock masses.,CIVL6454,Civil
Rock Engineering,Objectives: to develop an understanding of the behaviour and design of engineering structures in rock masses. Outcomes: Students will have learnt how to classify and characterise rocks and rock masses for engineering purposes and developed an understanding of basic rock mechanics etc. Syllabus summary: Introduction to rock mechanics and rock engineering. Index properties and engineering characterisation of rocks and rock masses. Planes of weakness in rock masses. Rock material strength and rock mass strength. Rock deformability. In situ stress conditions in rock masses. Underground openings. Rock slopes.,CIVL5454,Civil
Analysis and Design of Pile Foundations ,Objectives: To develop an understanding of the modern principles of design of pile foundations and the application of those principles to practice.,CIVL6450,Civil
Fundamentals of Wind Engineering for Design,ObjectiveThis unit of study will introduce the fundamentals of meteorology governing wind flow details of extreme wind events wind structure statistical distribution of the wind the effect of topography and terrain changes on wind profile investigate the fluid flow around bluff bodies and detail the design of civil engineering structures for wind loading. This unit will provide students with the following knowledge and skills: On completion of this course students will have an understanding of the governing principles of wind engineering how to predict the extreme wind speed and analyse anemographs predict the effect of terrain and topography on velocity and turbulence understand flow patterns around bodies how to predict the pressure distribution and wind loading on bodies and structures dynamic response of structures and how all the above relates to AS1170.2.s:,CIVL5668,Civil
Concrete Structures - Prestressed Concrete,Students will understand the basic principles for the design of composite steel-concrete structures. In particular they will develop an understanding of the procedures required for the design of composite beams slabs and columns. Design guidelines will reflect requirements of the Australian Standards and international codes.,CIVL5257,Civil
Composite Steel-Concrete Structures,Students will understand the basic principles for the design of composite steel-concrete structures. In particular they will develop an understanding of the procedures required for the design of composite beams slabs and columns. Design guidelines will reflect requirements of the Australian Standards and international codes.,CIVL5264,Civil
Composite Steel-Concrete Structures,Students will understand the basic principles for the design of composite steel-concrete structures. In particular they will develop an understanding of the procedures required for the design of composite beams slabs and columns. Design guidelines will reflect requirements of the Australian Standards and international codes.,CIVL6264,Civil
Thesis A,The ability to plan systematically conduct and report on a major project involving both research and design is an important skill for professional engineers. The final year thesis units (Thesis A and Thesis B) aim to provide students with the opportunity to carry out a defined piece of independent research and design that fosters the development of engineering skills. These skills include: the capacity to define a problem; carry out systematic research in exploring how it relates to existing knowledge; identifying the tools needed to address the problem; designing a solution product or prototype; analysing the results obtained; and presenting the outcomes in a report that is clear coherent and logically structured.,CIVL4022,Civil
Thesis B,The ability to plan systematically conduct and report on a major project involving both research and design is an important skill for professional engineers. The final year thesis units (Thesis A and Thesis B) aim to provide students with the opportunity to carry out a defined piece of independent research and design that fosters the development of engineering skills. These skills include: the capacity to define a problem; carry out systematic research in exploring how it relates to existing knowledge; identifying the tools needed to address the problem; designing a solution product or prototype; analysing the results obtained; and presenting the outcomes in a report that is clear coherent and logically structured.,CIVL4023,Civil
Project Formulation,The aim of this UoS is to develop students’ ability to formulate projects through critically assessing & developing business case and project plan for a real-life engineering construction project. This UoS is relevant for students who intend to pursue career related to construction management. The learning activities focus on the project’s viability and early stage planning. Strategic needs and possible project options are identified and assessed based on potential benefits costs and the strategic context. Suitable site/route needs to be selected for the project based on technical and business considerations. Due consideration should also be given to the project’s impacts on environment and communities. The project’s viability can be indicated using Benefit-Cost ratio as well as non-financial indicators such as number of jobs created and the number of life saved. In deriving these indicators it is important to take project uncertainties into consideration through using techniques such as sensitivity analysis decision-tree analysis probabilistic modelling and Monte Carlo simulation. The objective is to justify investment decisions based on business needs and recommend the most appropriate course of actions to address the business needs.,CIVL4815,Civil
Capstone Project A,The capstone project requires the student to plan and execute a substantial research-based project using their technical and communication skills to design evaluate implement analyse and theorise about developments that contribute to professional practice thus demonstrating the achievement of AQF Level 9.,CIVL5020,Civil
Capstone Project B,The capstone project requires the student to plan and execute a substantial research-based project using their technical and communication skills to design evaluate implement analyse and theorise about developments that contribute to professional practice thus demonstrating the achievement of AQF Level 9.,CIVL5021,Civil
Capstone Project B Extended,The capstone project requires the student to plan and execute a substantial research-based project using their technical and communication skills to design evaluate implement analyse and theorise about developments that contribute to professional practice thus demonstrating the achievement of AQF Level 9.,CIVL5022,Civil
Project Procurement and Tendering,The general aim of this unit is to offer student the opportunity to develop an understanding of the procurement of built facilities and the methods of job allocation in project environments. Students will be engaged in a real construction case study project where key practical concepts which underpin procurement will be taught. At the end of this unit of study students should be able to: evaluate a client's procurement situation and apply an appropriate procurement route; explain how and why a particular procurement route is chosen; undertake procurement assessment exercises; analyze a contractor's strategic responses in tendering (bidding) decision-making; discuss why a particular bidding strategy is chosen in different contexts; and evaluate a contractor's bidding performance using competitor analysis techniques. The syllabus comprises fundamentals of building procurement assessment of procurement risks competitive bidding cost estimating the competitive environment in the construction industry contractors' competitive positioning contractors' decision-making in bidding competition bidding strategies and competitor analysis.,CIVL4814,Civil
Project Scope Time and Cost Management,The general aim of this unit of study is to offer the student the opportunity to develop an understanding of the scope time and cost management in project environments. Students will engage with some of the key concepts and various activities which underpin project scope time and cost management. At the end of this unit students will be able to: develop Work Breakdown Structure (WBS) develop network diagrams and undertake Critical Path Analysis (CPA) and Earned Value Analysis (EVA) using the given project information; explain in depth why scope time and cost management are important to project management; analyse a project situation that involves scope time and cost management issues; and explain how the components of scope time and cost management interrelate in project environments. The syllabus comprises the project planning cycle working with the project sponsor scope initiation and definition project scope definition tools WBS network scheduling techniques CPA Just-in-Time philosophy estimating and budgeting cash flow management EVA and application of project management software.,CIVL3805,Civil
Applied Fluid Engineering Computing,The objective of this unit is to provide students with advanced knowledge of Computational Fluid Dynamics (CFD) techniques and skills in solving thermal fluid flow problems relevant to Civil and Environmental Engineering applications. Students will also gain experience in using a state-of-the-art commercial CFD package and advanced understanding of a range of engineering problems through working on projects.,CIVL5669,Civil
Applied Fluid Engineering Computing,The objective of this unit is to provide students with advanced knowledge of Computational Fluid Dynamics (CFD) techniques and skills in solving thermal fluid flow problems relevant to Civil and Environmental Engineering applications. Students will also gain experience in using a state-of-the-art commercial CFD package and advanced understanding of a range of engineering problems through working on projects.,CIVL6669,Civil
Numerical Methods in Civil Engineering ,The objective of this unit is to provide students with fundamental knowledge of finite element analysis and how to apply this knowledge to the solution of civil engineering problems at intermediate and advanced levels.,CIVL5458,Civil
Mgmnt of People Quality and Risk in PE,The objective of this unit is to provide underpinning knowledge and skills in the application of tools to the project management environment for risk quality and people management including leading and managing project teams. At the end of this unit students will be able to understand and apply the tools of team building and project management leadership as well as apply tools for design and implementation of integrated plans for risk quality human resource and procurement. The competency level achieved will enable application of integration tools to a range of simple generic projects as well as provide input to plans for more complex projects. The syllabus comprises team management project leadership modern quality management principles and techniques quality assurance preparation of quality plans risk analysis planning and risk management as well as linking risk and quality management to human resourcing and procurement methodologies. The use of integrated planning software such as MS Project Gantt Project and social media tools for project management will be explained and practiced. The definitions and processes of Project Management will largely follow the US based Project Management Institutes PMBOK as is used in the Australian Institution of Project Management Standards at the level of Certified Practicing Project Manager (CPPM). Other International standards such as ICPMA's ICB3.0 standard will also be covered.,CIVL4810,Civil
Introductory Fluid Mechanics,The objective of this unit of study is to develop an understanding of basic fluid concepts for inviscid and incompressible fluids. Topics to be covered will include: basic fluid properties hydrostatics buoyancy stability pressure distribution in a fluid with rigid body motion fluid dynamics conservation of mass and momentum dimensional analysis open channel flow and pipe flow.,CIVL2611,Civil
Advanced Water Resources Engineering,The objective of this unit of study is to introduce students and professionals to water resources engineering. The aim of this unit is to provide an understanding of one or more aspects related to: hydrologic cycle from the broadest perspective physical chemical and biological characterization of water how to change the water quality parameters water quality control and management water quality in the environment nutrient and contaminant cycling and removal water treatment methods for drinking wastewater and groundwater conservation/reuse/treatment techniques desalination  stormwater bioremediation and phytoremediation techniques. The topics mentioned above may be covered in both a qualitative and quantitative aspect depending on the subject of the project in this year. A basic level of integral and differential calculus is required as well as knowledge and use of calculation software such as Excel and Matlab and micro-controlling systems and boards.,CIVL5665,Civil
Advanced Water Resources Engineering,The objective of this unit of study is to introduce students and professionals to water resources engineering. The aim of this unit is to provide an understanding of one or more aspects related to: hydrologic cycle from the broadest perspective physical chemical and biological characterization of water how to change the water quality parameters water quality control and management water quality in the environment nutrient and contaminant cycling and removal water treatment methods for drinking wastewater and groundwater conservation/reuse/treatment techniques desalination  stormwater bioremediation and phytoremediation techniques. The topics mentioned above may be covered in both a qualitative and quantitative aspect depending on the subject of the project in this year. A basic level of integral and differential calculus is required as well as knowledge and use of calculation software such as Excel and Matlab and micro-controlling systems and boards.,CIVL6665,Civil
Introduction to Civil Engineering,The objective of this unit of study is to introduce students to the field of civil engineering and its areas of specialization: structural engineering environmental engineering geotechnical engineering construction management transportation engineering and humanitarian engineering. The unit will cover basic physics concepts relevant to civil engineering. The unit will equip students with knowledge of foundational civil engineering tools and techniques such as the identification and calculation of loads on structures structural systems and load paths in structures. The unit covers design and construction issues related to the use of standard materials such as steel concrete and timber. The unit includes several design tasks and a design project with an emphasis on issues associated with the impact of civil infrastructure on the natural environment the economy and social and humanitarian outcomes. The topics will provide a sound foundation for the further study of civil infrastructure design analysis construction and maintenance.,CIVL1900,Civil
Particle Mechanics for Geotechnics,The objectives of this unit are to demonstrate how the granular structure of soil materials controls their engineering behaviour; translate particle micromechanics to improve macroscopic engineering predictions; and establish the intimate connection of geotechnical engineering to other disciplines where granular materials play a pivotal role including mining engineering bulk materials handling and geophysics. Similarly this course will cohesively connect geotechnical engineering with fluids engineering principles as well as enhance students' background in materials science. At the end of this unit students will be able to understand and use Discrete Element Method to evaluate and solve geotechnical problems such as rockfall interactions with surrounding terrain. They will also critically analyse pile penetration and silo discharge in light of granular mechanisms; apply soil rheology to carry out parametric study of landslide flows; and understand and use dimensionless analysis principles to predict resistive forces on obstacles. Strong focus will be dedicated for communicating students' results using written methods appropriate for professional engineers.,CIVL5460,Civil
Engineering Design and Construction,The objectives of this unit are to develop an understanding of construction methods strategies and equipment in a range of construction activities and an understanding of the principles involved in the design for those construction activities.,CIVL3811,Civil
Foundation Engineering,The objectives of this unit are to gain an understanding of the design process in foundation engineering to understand the importance of site investigation and field testing and to learn how to deal with uncertainty. To achieve these objectives students are asked to design foundations using real data. Students will develop the ability to interpret the results of a site investigation; to use laboratory and field data to design simple foundations; develop an appreciation of the interaction between the soil foundation system and the supported structure. The syllabus is comprised of field testing site characterisation interpretation of field data design pof pile raft and surface footings support of excavations soil improvement and geotechnical report writing.,CIVL5452,Civil
Contracts Formulation and Management,The objectives of this unit are to give students a fundamental knowledge of negotiations the legal system and contract terms under which projects are generally conducted. Initially emphasis will be on contract negotiations and understanding what negotiation is about and how to prepare for negotiations and also how to manage the negotiation so that a suitable outcome for both parties may be achieved. Also being able to deal with difficult opponents will be something that will be considered.,CIVL4813,Civil
Concrete Structures 1,The objectives of this unit are to provide a basic understanding of the behaviour of reinforced concrete members and structures; to provide a basic understanding of standard methods of analysis and design of reinforced concrete structures (including an understanding of capabilities and limitations); and to provide basic design training in a simulated professional engineering environment. At the end of this unit students will gain proficiency in basic methods of reinforced concrete analysis and design.,CIVL3205,Civil
Advanced Concrete Structures,The objectives of this unit are to provide an intermediate level of understanding of designing reinforced concrete members and structures; to provide a basic knowledge on computational methods used in practice to analysis and design of reinforced concrete structures (including software RAPT and ETABS); and to provide basic design training in a simulated professional engineering environment. At the end of this unit students will gain proficiency in reinforced concrete analysis and design to an entry-level graduate engineer.,CIVL5269,Civil
Geotechnical Engineering,The objectives of this unit are to provide an understanding of the factors influencing soil strength and to give practice in the application of this understanding by exploring the stability of slopes retaining walls and foundations. At the end of this unit students will be able to: determine the strength parameters appropriate to a range of stability problems and understand the difference between total and effective stress approaches; evaluate strength parameters from laboratory data; critically analyse foundation stability and slope stability problems; use spreadsheets to perform parametric studies and produce design charts for simple geotechnical design problems; and communicate the results of experiments and analyses using written methods appropriate for professional geotechnical engineers. The syllabus comprises; methods of analysis for gravity and sheet pile retaining walls; reinforced soil; slope stability including modes of failure analysis and computer methods; bearing capacity of shallow foundations under general loading and axial and lateral capacities of deep pile foundations; the mechanical behaviour of sands and clays; and Critical State models.,CIVL3411,Civil
Geotechnical Engineering,The objectives of this unit are to provide an understanding of the factors influencing soil strength and to give practice in the application of this understanding by exploring the stability of slopes retaining walls and foundations. At the end of this unit students will be able to: determine the strength parameters appropriate to a range of stability problems and understand the difference between total and effective stress approaches; evaluate strength parameters from laboratory data; critically analyse foundation stability and slope stability problems; use spreadsheets to perform parametric studies and produce design charts for simple geotechnical design problems; and communicate the results of experiments and analyses using written methods appropriate for professional geotechnical engineers. The syllabus comprises; methods of analysis for gravity and sheet pile retaining walls; reinforced soil; slope stability including modes of failure analysis and computer methods; bearing capacity of shallow foundations under general loading and axial and lateral capacities of deep pile foundations; the mechanical behaviour of sands and clays; the Cam Clay model and the breakage model.,CIVL9411,Civil
Structural Analysis,The objectives of this unit are to provide an understanding of the principles of structural analysis by introducing the strain-displacement stress-strain and equilibrium relationships for beam members; applying the relationships to the matrix displacement analysis of frame structures; and using computer software to conduct the linear-elastic and buckling analyses of frame structures.At the end of this unit students will be able to deduce appropriate structural models for frame structures; and use computer methods and simple hand methods to obtain internal forces and displacements as well as buckling loads for frame structures. The syllabus comprises theoretical background (strain-displacement stress-strain and equilibrium relationships) structural analysis software matrix displacement method beam theory introduction to nonlinear analysis buckling analysis.,CIVL3235,Civil
Structural Analysis,The objectives of this unit are to provide an understanding of the principles of structural analysis by introducing the strain-displacement stress-strain and equilibrium relationships for beam members; applying the relationships to the matrix displacement analysis of frame structures; and using computer software to conduct the linear-elastic and buckling analyses of frame structures. At the end of this unit students will be able to deduce appropriate structural models for frame structures; and use computer methods and simple hand methods to obtain internal forces and displacements as well as buckling loads for frame structures. The syllabus comprises theoretical background (strain-displacement stress-strain and equilibrium relationships) structural analysis software matrix displacement method beam theory introduction to nonlinear analysis buckling analysis.,CIVL9235,Civil
Reservoir Stream and Coastal Engineering ,The objectives of this Unit of Study are to develop an understanding of the processes occurring in lakes reservoirs streams and coastal seas an introduction to transport and mixing in inland waters and to the design the design of marine structures. The unit will cover the mass and heat budget in stored water bodies mixing and the implications for water quality. In streams natural river systems will be discussed and the principles of sediment transport and scour monitoring and management will be introduced. The basic equations for linear and nonlinear wave theories in coastal seas will be introduced and wave forces on structures and an introduction to design of offshore structures will be discussed.,CIVL5670,Civil
Hydrology,The overall objective of this unit of study is to give a general introduction to water resources how these are linked the hydrological processes and how engineering plays a role in the management of water resources. The aim of this unit is to provide a detailed understanding of: the hydrologic cycle of water as a whole and its specific components including: geophysical flows of water throughout the environment dynamics of precipitation formations transformations into runoff reservoir and lake dynamics stream flow discharge surface runoff assessment calculation of peak flows the hydrograph theory ground water flows aquifers dynamics concept of water quality and water treatment methods and units. The topics mentioned above will be covered in both qualitative and quantitative aspects. Use will be made of essential concepts of energy mass and momentum conservation. An intermediate level of integral and differential calculus is required as well as knowledge and use of calculation software such as Excell and Matlab.,CIVL3614,Civil
Hydrology,The overall objective of this unit of study is to give a general introduction to water resources how these are linked the hydrological processes and how engineering plays a role in the management of water resources. The aim of this unit is to provide a detailed understanding of: the hydrologic cycle of water as a whole and its specific components including: geophysical flows of water throughout the environment dynamics of precipitation formations transformations into runoff reservoir and lake dynamics stream flow discharge surface runoff assessment calculation of peak flows the hydrograph theory ground water flows aquifers dynamics concept of water quality and water treatment methods and units. The topics mentioned above will be covered in both qualitative and quantitative aspects. Use will be made of essential concepts of energy mass and momentum conservation. An intermediate level of integral and differential calculus is required as well as knowledge and use of calculation software such as Excell and Matlab.,CIVL9614,Civil
Structural Mechanics,The primary objective of this unit is to understand internal actions (forces and moments) in structures (deformable objects) under loads in three key areas: how structures resist external loads by internal actions; the distribution of internal actions within structures; and the deformations stresses and strains associated with the internal actions. At the end of this unit students should be able to understand the basic methods of load transfer in structures - tension compression bending shear and torsion (internal actions); apply the equations of equilibrium to determine the distribution of internal actions in a simple structure by drawing BMDs SFDs AFDs and TMDs; understand the significance and methods of calculation of the geometric properties of structural sections (I Z S J etc.); understand the effect of internal forces and deformations of bodies through the concept and calculation of strains and stresses; appreciate the behaviour of structures by analysing structures without numerical calculations; display a knowledge of basic material properties combined stresses and failure criteria; and demonstrate their hands-on experience of the behaviour of structural members via experiments and the ability to prepare written reports on those experiments. Emphasis in the assessment scheme will be placed on understanding structural behaviour and solving problems rather than remembering formulae or performing complex calculations. The course seeks to utilise and improve the generic skills of students in areas such as problem solving neat and logical setting out of solutions report writing and team work. The syllabus comprises introduction; equilibrium; internal actions: BMDs SFDs AFDs and TMDs; elasticity stress and strain and basic material properties; axial forces: tension and compression; elastic bending of beams; shear force and shear stresses in beams; torsion; deflection of beams; pipes and pressure vessels; trusses; material properties combined stresses and yield criteria; advanced bending; introduction to buckling and instability.,CIVL2201,Civil
Soil Mechanics,This course provides an elementary introduction to Geotechnical Engineering and provides the basic mechanics necessary for the detailed study of Geotechnical Engineering. This course aims to provide an understanding of: the nature of soils as engineering materials; common soil classification schemes; the importance of water in the soil and the effects of water movement; methods of predicting soil settlements the stress-strain-strength response of soils and earth pressures.,CIVL2410,Civil
Civil Engineering Design,This course provides an introduction to civil/structural engineering design using generally building related material from the perspective of a,CIVL4903,Civil
Structural Rehabilitation and Timber Design,This course will provide students broader knowledge in timber design and structural rehabilitation. The first part of unit covers assessment rehabilitation and strengthening techniques of existing structures (concrete/steel/timber/masonry). Students will be introduced to structural inspection and evaluation; durability and deterioration; destructive and non-destructive testing; and design of strengthening systems including advanced fibre reinforced polymer (FRP) materials epoxy injection steel plate bonding and post tensioning according to relevant Australian ACI and European guidelines.,CIVL5277,Civil
Energy Geotechnics,This is an advanced course on geotechnical engineering. The Unit of Study will focus on the design and analyses of geotechnical applications related to energy and sustainability. This course covers essential geotechnical design concepts related to some of the current and emerging energy projects starting from the governing mechanisms controlling heat and mass transfer to designing geothermal foundations and geological storage facilities as examples. Other energy geotechnical problems include the design and analyses of offshore foundations for oil and gas platforms which must sustain unique and harsh loading conditions and carbon geosequestration facilities subjected to high temperatures pressures and hydrological conditions.,CIVL6456,Civil
Engineering Behaviour of Soils,This is an advanced soil mechanics course. It is concerned with the mechanical stress strain strength behaviour and the application of this knowledge in geotechnical engineering. The course includes an introduction to critical state soil mechanics which is used to assist with the interpretation of soil data and to enable prediction of ground behaviour. The course uses the critical state framework to provide a firm basis for an understanding of the stress strain strength behaviour of all soils and to enable a rational approach to the selection of parameters for use in geotechnical design.,CIVL6455,Civil
Transport Policy Planning and Deployment,This subject aims to provide an environment for students to learn essential facts and develop models and frameworks to understand the development of transport policy the making of transport plans and the deployment of transport technologies. The unit uses a mixture of traditional lectures and interactive learning through case studies and role playing. Both the lectures and the cases allow the students to develop an inductive understanding of transportation. The unit will be successful if at the end the student has developed a worldview on transportation (not necessarily the same as the instructor's) and has an appreciation for merits and demerits of various perspectives on transport issues. The course seeks an integrative approach for transport and though the stories in lecture will be told mode by mode there are a number of opportunities to see the relationships between modes in their structure in function and in the learning as one mode adopts successful (and unsuccessful) attributes of others.,CIVL5703,Civil
Global Engineering Field Work,This subject will be conducted in Yangon Myanmar from 29th January until 15th February 2020. Applications are competitive and there are 22 scholarships available worth $3000 each. You must be selected for this unit before you can request enrolment.,CIVL5330,Civil
Project Appraisal,This unit aims to introduce students to project valuations using present-value cash flow theory taxation and probabilities and the role of these valuations in the decision-making process. Students are taught techniques for making an analysis of issues involved in project appraisal by various methods and these are applied to businesses non-profit organisations and governments. At the end of this unit students should be able to comprehend and relate to real-life examples the fundamental concepts in project appraisal (e.g. the meaning of time value for money equivalence); calculate common financial indicators for a given project and explain the relevance of each to the appraisal of the project; rank projects by combining both financial and non-financial indicators (e.g. environmental and social); understand how risks and uncertainties affect evaluation outcomes and be able to deal with uncertainties and risks in analysis; apply techniques to account for the effects of inflation/deflation and exchange rates in analysis; understand the concept and mechanisms for depreciation and carry out pre-tax as well as post-tax analysis; understand the assumptions pros and cons of each evaluation method and be able to explain why a particular method is appropriate/not appropriate for a given project. The syllabus covers the following concepts:,CIVL2812,Civil
Steel Structures - Stability,This unit aims to:,CIVL5266,Civil
Steel Structures - Advanced Analysis and Design,This Unit covers: a) Principles of the design of cold-formed steel structural members where reference is made to the Australian Standard AS/NZS4600 explaining the underlying theory for its provisions; and b) The behaviour of steel columns under transverse impact loads where reference is made to design procedures established in the research literature. The objectives are to provide students with advanced knowledge of steel structural design and confidence to apply the underlying principles to solve a wide range of structural steel problems.,CIVL6267,Civil
Structural Dynamics,This Unit introduces the fundamental concepts and theory of dynamic analysis. In a first step free vibrations are studied and the problem of determining the natural frequency of a system is addressed. This is followed by the study of harmonically excited vibrations. While initially systems with a single degree of freedom (SDOF) are considered the theory is generalized to cover multi-degree of freedom systems. The theory is applied to explain how structures are designed against earthquake actions with specific reference to Parts 4 of the Australian loading standard AS1170 for determining earthquake loads.,CIVL6268,Civil
Traffic Engineering,This unit of study aims to provide an advanced understanding of the fundamentals of traffic engineering traffic flow theory traffic modelling and operations.,CIVL5702,Civil
Transport Networks,This unit of study aims to provide an introduction to the intersections of theory and applications in Transport Networks Geography and Land Use.  It describes how to characterize networks (topology hierarchy morphology) and how that affects the use of those networks. The course is a mix between a lecture and a student-led seminar with students responsible for researching and presenting on a number of the topics as well as developing a course text in a wikibook format.,CIVL5701,Civil
