Chemical Engineering Lab B,"This course is designed to develop and extend your skills in designing and executing experimental investigation of chemical engineering problems. Each of three assigned problems has an open-ended nature and will require you to plan and execute laboratory work over two four hour lab sessions in consecutive weeks.
You will develop your writing, presentation and critical analytical skills through marking feedback meetings organised with the academic in charge of each experiment.
",Chemical
Environment and Sustainability,"This course aims to develop a profound understanding of concepts of environmental and social responsibility and professional ethics, both in the wider sense and as they relate to the specific context of chemical engineering and industrial chemistry. A number of the world's most pressing environmental challenges will be examined in terms of their underlying physical, chemical and socio-political causes. Concepts of sustainability will be introduced in this context and students encouraged to make their own evaluations of the various uses of this term. The student will learn about, and learn to critically assess, the various approaches to quantifying, managing and reducing adverse environmental and social impacts, such as life cycle analysis, environmental laws, codes of practice and recycling. This, in combination with the technological expertise gained in earlier courses, will allow the student to exercise informed, ethical and critical judgement in his or her professional decision making as it relates to social and environmental matters.
",Chemical
Process Design Project,"Please Note: Pre-requisites: at least 144 UOC taken in Industrial Chemistry or Chemical Engineering programs.Â  No exclusions.Â 
This course covers the engineering of all or part of a process plant. It requires the application of material covered in the entire undergraduate Chemical Engineering Degree/Industrial Chemistry program and its integration to address the given design brief including technical and non-technical objectives and considerations. While the students are required to develop the skills required for professional accreditation, they are also encouraged to develop skills in areas of specialisation or interest related to the broad design issues for the selected project.The project includes: conceptual design of a process; development and evaluation of the process flow sheet; design of facilities for processing, transport and storage of materials within the plant; plant sizing; equipment selection and cost estimation including utility requirements; plant location and layout; evaluation of economic viability of the plant; control scheme development; hazard and risk assessment; preparation of an environmental impact statement; preparation of a piping and instrumentation diagram. All aspects of the design are completed with regard to statutory requirements. The students will have the opportunity to develop skills in team work, interpersonal relationships, decision making and technical capabilities.
Per the requirements of the IChemE, at least 30of the assessment weight for this course is individually based.",Chemical
Thesis A,"The thesis provides an opportunity for youÂ to bring together engineering principles learned over yourÂ previous years of study and apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis. Thesis projects are complex, open-ended problems that allow room for your creativity, and the acquisition, analysis and interpretation of results. There areÂ multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning. The thesis requires youÂ to formulate problems in scientific or engineering terms, manage an technicalÂ project and find solutions by applying scientific and engineering methods. You will also develop their ability to work in a research and development environment.
You must identify a supervisor and project prior to enrolling in this course. For details, see:
http://www.engineering.unsw.edu.au/chemical-engineering/thesis-informationÂ ",Chemical
Thesis B,Theoretical and experimental research on a selected topic in chemical engineering as proposed in CEIC4002 will be undertaken under the guidance of an academic staff member. Oral and written presentation of research is undertaken as part of this course.,Chemical
Thesis,"Thesis is an inquiry-based learning course that provides an opportunity for students to bring together engineering
principles learned through academic study. Students apply these principles to innovatively solve problems such as the
development of a specific design, process and/or the investigation of a hypothesis.

The project a student undertakes must be a complex, open-ended problem that allows room for creativity, and the
acquisition, analysis and interpretation of results. There must be multiple possible solutions or conclusions at the outset
and sufficient complexity to require a degree of project planning from the student.

The thesis requires the student to become critically conversant in the academic and professional literature on a particular
topic, formulate problems in engineering terms, manage an engineering project and find solutions by applying engineering
methods. Students are expected to understand how their project fits within the discipline and broader societal context.
Students also develop their ability to work in a research and development environment.

This course is similar to a combination of CEIC4951, CEIC4952 and CEIC4953, but carried out in one session.
",Chemical
Thesis Advanced,Higher level theoretical and experimental research on a selected topic in chemical engineering as proposed in CEIC4002 will be undertaken under the guidance of an academic staff member. Complete theoretical and experimental work will be presented orally and in written form of a thesis and draft manuscript for submission to a scientific journal appropriate for the discipline. The course is taken in replacement of CEIC4003 for those students desiring a more intensive research experience. This course replaces CEIC4003 and one 6 UOC professional elective.,Chemical
Product Design Project Thesis A,"Design and creative development is the engine of growth for economies and industry product portfolios.Â  Chemical products touch consumers the world over, delivering innovations in pharmaceuticals, advanced materials, cosmetics, and foods. This course will enable students to explore global corporate innovations through case studies andÂ active working groups, map consumer and market needs, and develop an intellectual property strategy as well as a working product prototype. Industry partners will work with students to explore, create, and assess their products as they go. Whether interested in developing new innovations for existing companies or for their own entrepreneurial efforts, students will gain confidence and independence that will make real contributions to the global economy.
In CEIC4007 students will identify product needs and map opportunities for a commercial chemical product development effort. The outcome of the course will be a novel product intellectual property and a clear plan to develop a working product prototype in the next course, CEIC4008.",Chemical
Product Design Project Thesis B,"Design and creative development is the engine of growth for economies and industry product portfolios.Â  Chemical products touch consumers the world over, delivering innovations in pharmaceuticals, advanced materials, cosmetics, and foods. This course will enable students to explore global corporate innovations through case studies andÂ active working groups, map consumer and market needs, and develop an intellectual property strategy as well as a working product prototype. Industry partners will work with students to explore, create, and assess their products as they go. Whether interested in developing new innovations for existing companies or for their own entrepreneurial efforts, students will gain confidence and independence that will make real contributions to the global economy.
In CEIC4008, students will prototype and develop their ideas for a commercially viable chemical product, culminating in theÂ creation of a full product formulation, prototype, and accompanying documentation for their idea.",Chemical
Research Thesis A,"Research Thesis is an inquiry-based learning course that provides an opportunity for students to bring together engineering principles learned through academic study. Students apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis.
The project a student undertakes must be a complex, open-ended problem that allows room for creativity, and the acquisition, analysis and interpretation of results. There must be multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning from the student.
The thesis requires the student to become critically conversant in the academic and professional literature on a particular topic, formulate problems in engineering terms, manage an engineering project and find solutions by applying engineering methods. Students are expected to understand how their project fits within the discipline and broader societal context. Students also develop their ability to work in a research and development environment.
You must identify a supervisor and project prior to enrolling in this course.
This is the first course of the three course thesis structure.",Chemical
Research Thesis B,"Research Thesis s an inquiry-based learning course that provides an opportunity for students to bring together engineering principles learned through academic study. Students apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis.
The project a student undertakes must be a complex, open-ended problem that allows room for creativity, and the acquisition, analysis and interpretation of results. There must be multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning from the student.
The thesis requires the student to become critically conversant in the academic and professional literature on a particular topic, formulate problems in engineering terms, manage an engineering project and find solutions by applying engineering methods. Students are expected to understand how their project fits within the discipline and broader societal context. Students also develop their ability to work in a research and development environment.
Apart from in exceptional circumstances, you should continue with the same supervisor and project as you had in CEIC4951.
This is the second course of the three course thesis structure. Subject to making sufficient progress in CEIC4951 and with the approval of your supervisor, you may be allowed to enroll in CEIC4953 at the same time as this course.",Chemical
Research Thesis C,"Research Thesis is an inquiry-based learning course that provides an opportunity for students to bring together engineering principles learned through academic study. Students apply these principles to innovatively solve problems such as the development of a specific design, process and/or the investigation of a hypothesis.
The project a student undertakes must be a complex, open-ended problem that allows room for creativity, and the acquisition, analysis and interpretation of results. There must be multiple possible solutions or conclusions at the outset and sufficient complexity to require a degree of project planning from the student.
The thesis requires the student to become critically conversant in the academic and professional literature on a particular topic, formulate problems in engineering terms, manage an engineering project and find solutions by applying engineering methods. Students are expected to understand how their project fits within the discipline and broader societal context. Students also develop their ability to work in a research and development environment.
Apart from in exceptional circumstances, you should continue with the same supervisor and project as you had in CEIC4951 and CEIC4952.
This is the third course of the three course thesis structure. Subject to making sufficient progress in CEIC4951 and with the approval of your supervisor, you may be allowed to enroll in this course at the same time as CEIC4952.",Chemical
Research Thesis Extension,"This course will provide students with an opportunity to go extend their thesis project by exploring their research problem in more breadth &/or depth. The work students do for this course will build on the work completed in CEIC4951 and CEIC4952, and complement the work being undertaken for CEIC4953.

Further, this course will be especially relevant for students considering pursuing a research career in fields related to chemical engineering and food science. The activities in this course are designed to introduce students to the ways in which research is practiced and communicated in higher degree environment.

As this course acts as an extension to your thesis course, you cannot take this course at the same as CEIC4952. You are permitted to take this course at the same time as CEIC4953. In order to enrolÂ in this course you need to have a WAM of at least 75, as well as the approval of your project supervisor and the course coordinator. Apart from in exceptional circumstances, students should continue with the same supervisor and project as they had in CEIC4951, CEIC4952 and CEIC4953.
",Chemical
Advanced Polymers,"We will explore exciting macromolecular chemistry in a range of selected cutting edge research fields. The course is given by experts in their respective fields and has segments on reversible addition fragmentation chain transfer (RAFT) polymerization, atom transfer radical polymerization (ATRP), Ziegler-Natta Polymerization as well as the application of well-defined polymers for drug delivery and biomedical applications. The course is designed as an interactive discourse between students and lecturer. The students are actively engaged in judging current scientific research papers as well as developing new research strategies.A significant component of the course is the completion of a major piece of self-directed learning in an advanced polymer topic.If you are undertaking honours, Masters or PhD research in the field of polymer science, this course is highly recommended.",Chemical
Fuel and Energy,"Current energy resources and alternatives for the future. Basic princples of fuel conversion processes: gasification, carbonisation, oil refining etc. Introduction to combustion of solid, liquid and gaseous (fossil) fuels. Fundamentals of combustion science and engineering. Fuel plant technology. Energy management and technologies for the efficient use of fuel.This course replaces CEIC6205, CEIC6209.Exclusions: FUEL0040, CEIC6205, CEIC6209.",Chemical
Complex Fluids Microstructure and Rheology,"The link between molecules and the macroscopic properties we measureÂ depends on the microscale and mesoscale structures the molecules form in complex fluids like emulsions, foams, aerosols, and particle dispersions. StudyÂ of complex fluids encompasses many applications: Food formulation and Â processing, Pharmaceutical development and testing, and Specialty FluidÂ Chemical Products. Complex fluid structures interact at the mesoscale to impartÂ properties such as texture, viscosity, colour, taste, and feel. This course coversÂ the structures that molecules can form, why interfaces are so important to theÂ properties of materials, and the fundamental forces and energies involved inÂ their equilibrium and kinetic behaviour. We will look at the large-scaleÂ consequences of these structures in terms of Newtonian and non-NewtonianÂ fluids and see how rheology in turn influences mixing, dispersing, stability andÂ shelf-life. Through case studies and our own investigations, we will look inÂ detail at the theoretical, experimental and analytical advances across a range ofÂ different applications of complex fluids.",Chemical
Pharmaceutical Design and Engineering,"Students will learn how to design, develop and evaluate pharmaceutical and nutraceutical agents in line with research and industry methods, where chemical engineers, nutritionists and medical researchers work together to transform raw materials and small molecular agents to valuable pharma products. The contents will cover a broad range of competencies in pharmaceutical and nutraceutical sectors, including drug delivery, pharmaceutical design and processing, nanotechnology, drug regulation and approval, with emphasis on new technology innovation, translational process and commercialised healthcare-related products. The course will be offered in collaboration with relevant pharmaceutical/nutraceutical/biotechnology companies, allowing students to use knowledge and skills to solve drug development problems currently challenging the pharmaceutical and nutraceutical industry.",Chemical
Data-driven Decision Making in Chemical Engineering and Food Science,"The recent surge in the volume of data collected owing to technological advances provides opportunities to improve processes and take better decisions across various industries. However, in order to turn large data sets into useful insights, combining the knowledge of right data with right analytical tools is important. Data-driven decision making is an industry-oriented course where students learn data management and analytic skills through a major project and real case studies from the Schoolâs research strengths/industrial experience in chemical engineering and food science. The course covers advanced methods for obtaining, handling and summarising various categories of data with databases. The course will also focus on how to analyse the collected data efficiently by applying sophisticated analytical techniques including statistical tests, inferences and regression analysis.Â 
A working knowledge of introductory statistics and introductory programming is assumed.",Chemical
Advanced Process Control,"Concepts of linear Multi-Input Multi-Output (MIMO) systems, state-space representation of process systems, linear spaces and linear operators, controllability and observability analysis, Lyapunov stability analysis, stability of interconnected systems, linear optimal control, frequency-domain analysis and controller synthesis for MIMO process systems. Introduction to model predictive control, system identification, robus control, decentralised control. In addition, there will be a project component on an individual study basis. The individual study project is to be chosen in the areas identified by codes A-Artificial Intelligency, F-Computer Modelling and Design and Q-Process Control advanced (see School for details).

This course assumes that you have an appropriate background in process control at undergraduate level. If this is not the case, please consult your program authority about the possibility of taking the undergraduate course CEIC3006 as one of your program electives, prior to attempting CEIC8102.
",Chemical
Topics in Business Management in Chemical Engineering,"The aims of this course are to introduce issues which affect business  decisions encountered by management in the chemical industry.  Topics  include domestic and export markets, market growth, the lemming effect  and product life cycles.  The distinction between issues and problems  using PVC and the chlorine debate is discussed.  Factors affecting plant  life: scale up, retrofitting, competing technologies etc.   Environmental and compliance issues including green chemistry.  The  petrochemical industry and in particular the polymer manufacturing  industry is used to illustrate the main areas.  Industry speakers and  site visits are used to maintain relevance and topicality.In  addition, there will be a project component on an individual study  basis.  The individual study project is to be chosen in the areas  identified by codes C-Business Management/Inf. Tech and G-Design (at  least 3 to 4 students per project) (see School for details).",Chemical
Membrane Processes,Please note that CEIC2001 (Fluid and particle mechanics) and CEIC2002 (heat and mass transfer) are prerequisites to enrol in CEIC8341,Chemical
Chemistry 1A (Adv),"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for broad application, including further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups of molecules. You will develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions about the chemical nature and processes occurring around you. Through inquiry, observation and measurement, you will better understand natural and physical world and will be able to apply this understanding to real-world problems and solutions. This unit of study is directed toward students with a good secondary performance both overall and in chemistry or science. Students in this category are expected to do this unit rather than Chemistry 1A. Compared to the mainstream Chemistry 1A, the theory component of this unit provides a higher level of academic rigour and makes broader connections between topics.",Chemical
Fundamentals of Chemistry 1A,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will equip you with the fundamental knowledge and skills in chemistry for broad application. You will learn about atomic theory, structure and bonding, equilibrium, processes occurring in solutions, and the functional groups of molecules. You will develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions about the chemical nature and processes occurring around you. Through inquiry, observation and measurement, you will better understand natural and physical world and will be able to apply this understanding to real-world problems and solutions. This unit of study is directed toward students whose chemical background is weak (or non-existent). Compared to the mainstream Chemistry 1A, the theory component of this unit begins with more fundamental concepts, and does not cover, or goes into less detail about some topics. Progression to intermediate chemistry from this unit and Fundamentals of Chemistry 1B requires completion of an online supplementary course.",Chemical
Chemistry 1A,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, and further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups in carbon chemistry. You will develop experimental design, conduct and analysis skills in chemistry in small group projects. The laboratory program is designed to extend students who already have chemistry laboratory experience, and particularly caters for students who already show a passion and enthusiasm for research chemistry, as well as aptitude as demonstrated by high school chemistry results. Entry to Chemistry 1A (Special Studies Program) is restricted to a small number of students with an excellent school record in Chemistry, and applications must be made to the School of Chemistry. The practical work syllabus for Chemistry 1A (Special Studies Program) is very different from that for Chemistry 1A and Chemistry 1A (Advanced) and consists of special project-based laboratory exercises. All other unit of study details are the same as those for Chemistry 1A (Advanced).",Chemical
Chemistry 1A,"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, and further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups in carbon chemistry. You will develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions like how do dyes work, how do we desalinate water, how do we measure the acid content in foods, how do we get the blue in a blueprint, and how do we extract natural products from plants? Through inquiry, observation and measurement, you will understand the ‘why’ and the ‘how’ of the natural and physical world and will be able to apply this understanding to real-world problems and solutions.",Chemical
Chemistry 1A (Special Studies Program),"Chemistry describes how and why things happen from a molecular perspective. Chemistry underpins all aspects of the natural and physical world, and provides the basis for new technologies and advances in the life, medical and physical sciences, engineering, and industrial processes. This unit of study will further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, and further study in chemistry. You will learn about nuclear and radiation chemistry, wave theory, atomic orbitals, spectroscopy, bonding, enthalpy and entropy, equilibrium, processes occurring in solutions, and the functional groups in carbon chemistry. You will develop experimental design, conduct and analysis skills in chemistry in small group projects. The laboratory program is designed to extend students who already have chemistry laboratory experience, and particularly caters for students who already show a passion and enthusiasm for research chemistry, as well as aptitude as demonstrated by high school chemistry results. Entry to Chemistry 1A (Special Studies Program) is restricted to a small number of students with an excellent school record in Chemistry, and applications must be made to the School of Chemistry. The practical work syllabus for Chemistry 1A (Special Studies Program) is very different from that for Chemistry 1A and Chemistry 1A (Advanced) and consists of special project-based laboratory exercises. All other unit of study details are the same as those for Chemistry 1A (Advanced).",Chemical
Chemistry A (Pharmacy),"Chemistry provides the basis for understanding molecular structures and processes, essential knowledge for many later year Pharmacy units of study. Lecture topics include some fundamental concepts, atomic theory, states and properties of matter, equations and stoichiometry, general acid-base theory, atomic structure, chemical bonding, introduction to organic chemistry, nomenclature, aliphatic chemistry, aromatic chemistry, heterocyclic compounds, isomerism, stereoisomerism, reaction mechanisms, biomolecules, amino acids and peptides, carbohydrates. Practical work is designed to enhance confidence and develop skills in the handling and manipulation of chemicals and in the observation and processing of experimental results. Special preparative studies: Students wishing to enrol in CHEM1611 who do not have the assumed chemical knowledge are advised to consult the School of Chemistry for information about a bridging course (offered in February, see http://sydney.edu.au/science/chemistry/studying-chemistry/bridging-course.shtml).",Chemical
Chemistry 1B,"Chemistry transforms the way we live. It provides the basis for understanding biological, geological and atmospheric processes, how medicines work, the properties of materials and substances, how beer is brewed, and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, industrial processing, and further study in chemistry. You will learn about organic chemistry reactions, structural determination, nitrogen chemistry, industrial processes, kinetics, electrochemistry, thermochemistry, phase behaviours, solubility equilibrium and chemistry of metals. You will further develop experimental design, conduct and analysis skills in chemistry through experiments that ask and answer questions like how do we develop lotions that don't burn us, how do we measure UV absorption by sunscreens, how can we measure and alter soil pH, how are sticky things made, and how do we determine the concentration of vitamin C in juice? Through enquiry, observation and measurement, you will understand the 'why' and the 'how' of the natural and physical world and will be able to apply this understanding to real-world problems and solutions. Chemistry 1B is built on a satisfactory prior knowledge of Chemistry 1A.",Chemical
Chemistry 1B,"Chemistry transforms the way we live. It provides the basis for understanding biological, geological and atmospheric processes, how medicines work, the properties of materials and substances, how beer is brewed, and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for application to life and medical sciences, engineering, industrial processing, and further study in chemistry. You will learn about organic chemistry reactions, structural determination, nitrogen chemistry, industrial processes, kinetics, electrochemistry, thermochemistry, phase behaviours, solubility equilibrium and chemistry of metals.",Chemical
Chemistry 1B (Adv),"Chemistry transforms the way we live. It provides the basis for understanding biological, geological and atmospheric processes, how medicines work, the properties of materials and substances, how beer is brewed, and for obtaining forensic evidence. This unit of study builds upon your prior knowledge of chemistry to further develop your knowledge and skills in chemistry for broad application, including further study in chemistry.",Chemical
Sustainable Chemical Manufacture,"Modern society is reliant on manufactured chemicals to meet our everyday needs in food production, medicines, clothing and technological applications. Traditional approaches to building molecules have largely ignored the detrimental environmental impacts of the manufacturing processes, but this has changed. In this unit you will study contemporary methods used to create life-changing molecules, from pharmaceuticals and bulk chemicals to polymers in the context of the environmental impact of chemical manufacture and the challenges of ensuring both sustainability of source materials and sustainability of waste treatment. You will gain an understanding of the principles and practices of chemical manufacture, the application of catalytic processes, and the methods used to tailor molecular properties, including the spectroscopic and spectrometric techniques of chemical analysis. In this unit you will address the general issues of renewable and non-renewable resources and waste recycling. By doing this unit you will develop an integrated understanding of the challenges of sustainable chemical manufacture and the fundamental basis for continued study in the topics of organic synthesis, environmental chemistry, polymer science and industrial processes. These same lectures are also covered in CHEM2532 Concepts in Sustainable Chemical Manufacture but with the laboratory program replaced by a series of classroom workshops and assignments.
",Chemical
Molecular Stability and Reactivity,"There are over 144 million chemical substances so far identified, a diversity that makes possible the rich fabric of the material and biological worlds. Underpinning this huge diversity are a few fundamental rules of electronic arrangements in atoms and molecules that determine what molecules will be stable and when they will undergo transformation by chemical reaction. This unit will describe these fundamental rules and investigate how electronic rearrangements stabilise molecules by forming covalent bonds. You will investigate the quantum theory of bonding and apply these concepts to establish the rules that govern bond geometries, aromaticity, substitution and elimination reactions. You will investigate the bonding of metal complexes and the relation between magnetism and structure in these compounds. You will learn the fundamentals of electronic and vibrational spectroscopies and how these techniques are used to measure molecular properties. By doing this unit you will develop the fundamental understanding of chemical stability and reactivity essential for further work in all chemically related fields and have established a solid foundation for further study in chemistry.
",Chemical
Structural mechanics,"This unit involves the study of various loadings (axial force, moment, shear force, toque) as well as the resulting stresses and strains that occur in engineering structures. It builds on aspects taught in the level 1 unit, ENG1001. Topics covered include: bending moment diagrams of determinate and indeterminate beam and frame systems, the combination of bi-axial bending and axial stresses (including those resulting from thermal loading); partial and fully plastic section moment capacities; torsion, shear stress and shear flow in beams; and the calculation of reactions and deflections in both determinate and indeterminate systems using both compatibility and the energy method. The theory of elasticity is introduced, covering: the transformation of stress and strain and the calculation of principal and maximum shear stresses and strains; the constitutive relationship between elastic stress-strain behaviour; Mohr's circle; and failure criterion with specific reference to pressure vessels.",Civil
Computing and water systems modelling,"This unit covers basic spreadsheet computing skills and includes particular training in: mathematical tools such as matrix operations (eg solving simultaneous equations), curve fitting and trend lines, and numerical search techniques; user defined functions; user interface elements such as dialog boxes (using elements such as labels, text boxes, drop-down list boxes, spinners, etc) and VBA programming to automate spreadsheet functions. It also covers the following topics in water engineering: estimation of design rainfall; runoff processes; streamflow data and analysis; flood frequency analysis; reservoir operation and a major assignment on hydrology using spreadsheets.",Civil
Design of steel and timber structures,This unit introduces the design of steel and timber framed structures in accordance with the design codes. It enables you to understand the process for the design of steel and timber structures and the background knowledge which leads to the development of the current steel and timber design codes. You will understand the behaviour of steel and timber structural components under realistic design conditions and relate the knowledge of design to practical design problems in a project-based learning environment.,Civil
Geomechanics 1,"The unit covers all aspects of geomechanics at an elementary level, as well as basic engineering geology, formation and weathering processes, sedimentary, igneous and metamorphic rocks, soil and rock forming minerals, geological mapping and modelling, site investigations, in-situ testing, engineering classification of soil and rock, weight-volume relationship, and the two/three phase model. It also includes effective stress theory, stresses in a soil mass and shear strength. The unit includes elementary-level application of geomechanics knowledge in the analysis and design of shallow and deep foundations.",Civil
Water systems,"The unit focuses on fundamentals of hydraulics. Hydrostatics is first introduced with application to dam and gates. The basic equations of continuity, momentum and energy conservation are derived and applied to the design of pressurised pipelines. Flow in open channels is introduced with application to waterways, aqueducts and pipes flowing partly full; applications include design of spillways and culverts.",Civil
Transport and traffic engineering,"This unit introduces you to the field of transport and traffic engineering. The fundamental parameters used to describe deterministic traffic flow behaviour are introduced along with a simple traffic flow model. Stochastic traffic flow behaviour is described via random distributions. Fundamental queuing theory of traffic is briefly introduced. The procedures used to analyse the capacity and level of service are explored for both unsignalised and signalised intersections. The principle of traffic signal operation at isolated intersections is presented. Traffic surveys are discussed. You are introduced to contemporary road safety issues as well. Public transport is considered at the route level concerning the determination of fleet size and factors affecting operational capacity and reliability. Non-motorised transport including cyclists and pedestrians is also considered. In addition, the unit addresses Intelligent Transportation Systems (ITS). Consideration will also be given to the role of communications in the practice of transport and traffic engineers. To enhance your understanding of the unit content from practical points of view, some experts will be invited to give lectures on their relevant work. Throughout the whole unit, the focus is primarily on surface transport systems and applications of advanced technologies therein.",Civil
Civil engineering construction,"An introduction to the nature of civil engineering construction projects. This includes an overview of materials and methodologies in civil construction, as well as the historic approaches and drivers of change. This unit provides an introduction to current construction approaches including:
- techniques, plant and equipment for earthworks, structural and pavement construction
- cranes and lifting principles, load charts and lift plans.
- requirements around project cost estimation, project planning and scheduling.
An introduction to key quality management processes in project management will include:

the role of quality management tools in effective project management
planning and implementing quality management processes to satisfy the quality requirements of a project
inspection and testing
quality management systems with an emphasis on ISO 9000
organisational and teamwork requirements for quality implementation
strategic issues in quality management
auditing and non-conformity.

You will acquire an appreciation for the risks associated with Construction Law and the various contract controls in place, and for the dispute and conflict resolution and arbitration processes.
Relevant OHS, site environmental management issues and requirements will also be covered, leading to an awareness for safety and the environment. You will gain experience in developing a Safe Work Method Statement and an Aspects & Impacts Risk Register, and a minor Environmental Management Plan (EMP) for a typical construction project.
Compulsory requirements for Industry Work Experience
Industry experience
Before you can commence the face-to-face teaching component of the unit, you must have completed a minimum 27 hours of work experience in an industry or government organisation,* under the supervision of an engineering manager, project engineer or equivalent. This must be evidenced by a letter from the employer, stating the period of work experience, general tasks observed and/or undertaken, and the name of the reporting supervisor. You are encouraged to obtain this work experience as soon as possible.
If you require assistance to obtain the work experience, you can apply to the Department of Civil Engineering office for an allocated set of a 4-day consecutive block between mid-Jan to end-Feb, which you must attend if you wish to continue with the unit. Failure to complete the allocated work experience will result in your withdrawal from the unit.
You will also be required to complete a compulsory online work experience general induction prior to commencing the work. Relevant access details will be provided by the Department of Civil Engineering office at the time of enrolment.
*Suitable industry organisations must be in the civil engineering sector and may include civil engineering consultants, construction companies or service authorities that have, as a minimum, safety, quality and environmental systems that comply with ISO 18001 (Prev ISO 4801), 9001, 14001 or equivalent. Suitable government organisations include local and regional councils and state government organisations that manage civil engineering assets.
Compulsory White Card
This is a mandatory requirement for all personnel entering a construction site in Australia (1-day training). If you do not have the industry-accredited Construction OH&S Induction White Card, you will be provided one on the Saturday prior to the allocated industry placement or Major Project site visit as appropriate. Without a White Card, you will not be permitted to participate in the allocated industry placement nor attend the site visit.
Insurance details
You can request insurance coverage for an unpaid placement from Monash University using the Course-Related Learning Placement Proposal forms, provided the placement is no more than 80 hours.
You must do the following:
1. Download and complete:

Form 1 (Host Details) (PDF, 0.22MB)
Form 2 (Student Application) (PDF, 0.18MB)
ensure that the host organisation complete the ""Host details"" section in Form 1.

2. Bring both completed forms to Student Services (Ground Floor, 14 Alliance Lane, Clayton campus) or email both forms to eng.cpd@monash.edu for pre-approval. The Engineering department/specialisation must be indicated whenever Faculty information is required on these forms; e.g. ""Faculty: Engineering (Civil)"". Please ensure all sections of the forms are completed, as incomplete forms will be returned without being processed. If pre-approval by the Faculty is granted, the forms will be stamped, signed and dated, and returned to you.
3. Take or email your stamped forms to the unit coordinator for his or her approval and signature. The signed forms will be returned to you.
4. Send both stamped and signed forms to the Student Academic Experience (SAE) Office: industrybasedexperience@monash.edu. If the application is successful, an insurance letter will be sent to you within ten working days. You must present this letter to the host organisation and keep a copy for your own records.",Civil
Engineering investigation,"Systematic approaches to engineering data collection, analysis and interpretation. The Scope covers data description and presentation, randomness, discrete probability, continuous probability, conditional probability, Bayes' Theorem, normal distribution, sampling distributions, point estimation, interval estimation, hypothesis testing, linear regression.",Civil
Building structures and technology,"Loads and load paths for multi-storey structures, including the action of core walls. Design of composite steel-concrete floor systems, beam-columns and footings. Appropriate structural analysis manual techniques for the determination of forces and displacements in structures. Relationship between frame analysis software and these manual techniques. Emphasis on performance issues for buildings which are not related to strength and deflection.",Civil
